TITLE     = ""
VARIABLES = "x"
"y"
"z"
"u"
"v"
"w"
"rho"
"rhosN2"
"rhosO2"
"rhosNO"
"rhosNO+"
"rhosN2+"
"rhosO2+"
"rhosN"
"rhosO"
"rhosN+"
"rhosO+"
"rhose"
"csN2"
"csO2"
"csNO"
"csNO+"
"csN2+"
"csO2+"
"csN"
"csO"
"csN+"
"csO+"
"cse"
"t"
"tv"
"p"
"m"
"kt"
"kv"
"mu"
ZONE T="61x50"
 STRANDID=0, SOLUTIONTIME=0
 I=96, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 -1.080380808E-002 3.855442469E-004 1.683322444E-005 2.586840332E+003 3.648651505E+001 1.593035698E+000 2.613769902E-004 1.835581352E-004 3.355521767E-005 9.649895674E-007 1.678749015E-007 9.018886971E-008 8.982316047E-008 1.644763870E-005 2.645672612E-005 2.828764600E-008 1.807856798E-008 8.103142289E-012 7.058743834E-001 1.339351237E-001 3.602897516E-003 6.045220653E-004 3.261495731E-004 3.284048580E-004 5.933833867E-002 9.582369775E-002 1.012693829E-004 6.518709415E-005 2.927107978E-008 1.963041016E+004 7.680672363E+003 1.719383423E+003 8.505994081E-001 7.337838411E-001 2.234157026E-001 3.867553605E-004
 -1.052198822E-002 3.900388267E-004 1.702946247E-005 2.196031494E+003 3.901575089E+001 1.703464389E+000 3.032587992E-004 2.107893524E-004 3.560606638E-005 1.162323656E-006 2.178888110E-007 1.160262499E-007 1.129267346E-007 2.127001972E-005 3.392361032E-005 3.716335684E-008 2.342038385E-008 1.045039316E-011 6.984211802E-001 1.224952191E-001 3.770002630E-003 6.830366328E-004 3.651773150E-004 3.591618442E-004 6.678617001E-002 1.069307253E-001 1.158654122E-004 7.347676001E-005 3.285404304E-008 1.973053906E+004 8.506986328E+003 2.026586060E+003 7.124263644E-001 7.556593418E-001 2.484045178E-001 3.904562618E-004
 -1.024208418E-002 3.956655724E-004 1.727513154E-005 1.832285767E+003 4.137046432E+001 1.806273341E+000 3.461090673E-004 2.382532984E-004 3.726086288E-005 1.354849019E-006 2.733866893E-007 1.441205484E-007 1.366765900E-007 2.660406062E-005 4.200502008E-005 4.735523618E-008 2.942850408E-008 1.302757988E-011 6.907047629E-001 1.109914854E-001 3.902556375E-003 7.647150778E-004 4.047391994E-004 3.878056305E-004 7.450944930E-002 1.181204915E-001 1.316823182E-004 8.227108628E-005 3.653420322E-008 1.972031055E+004 9.295996094E+003 2.329754639E+003 5.855728984E-001 7.737403512E-001 2.725926638E-001 3.923663753E-004
 -9.964695201E-003 4.025330621E-004 1.757497375E-005 1.577658203E+003 4.246305466E+001 1.853976965E+000 3.940168535E-004 2.672899282E-004 3.724321505E-005 1.530667532E-006 3.536454187E-007 1.825154783E-007 1.637147591E-007 3.425104660E-005 5.290026093E-005 6.342006031E-008 3.842773211E-008 1.664814120E-011 6.816996932E-001 9.897468984E-002 3.888967214E-003 8.616955602E-004 4.474138550E-004 4.079558712E-004 8.357652277E-002 1.298965514E-001 1.530734735E-004 9.341620171E-005 4.070840021E-008 1.923474023E+004 9.940612305E+003 2.621820068E+003 5.048248768E-001 7.758557200E-001 2.938386202E-001 3.866054176E-004
 -9.690968985E-003 4.107180864E-004 1.793233969E-005 1.326398193E+003 4.356778717E+001 1.902210593E+000 4.412901471E-004 2.959419216E-004 3.722573820E-005 1.704156489E-006 4.328418868E-007 2.204021996E-007 1.903948288E-007 4.179682583E-005 6.365127774E-005 7.927232559E-008 4.730788206E-008 2.022078165E-011 6.728136539E-001 8.711688966E-002 3.875556169E-003 9.573930874E-004 4.895239836E-004 4.278393171E-004 9.252365679E-002 1.415168196E-001 1.741817105E-004 1.044139208E-004 4.482737737E-008 1.875559766E+004 1.057669824E+004 2.910017090E+003 4.251451492E-001 7.779432535E-001 3.148033619E-001 3.809207410E-004
 -9.411989420E-003 4.206060080E-004 1.836405499E-005 1.152348877E+003 4.393466187E+001 1.918228626E+000 4.862932838E-004 3.207295958E-004 3.540830585E-005 1.824412493E-006 5.304858632E-007 2.628731295E-007 2.103883929E-007 5.131192302E-005 7.585280400E-005 1.027595857E-007 5.971827477E-008 2.452591776E-011 6.620701551E-001 7.548235357E-002 3.779666498E-003 1.065421384E-003 5.309831467E-004 4.322075110E-004 1.030416861E-001 1.532740593E-001 2.041333501E-004 1.192655473E-004 4.937156817E-008 1.806954492E+004 1.108224805E+004 3.135450684E+003 3.719545901E-001 7.705881596E-001 3.269033432E-001 3.716145002E-004
 -9.137533381E-003 4.317801278E-004 1.885192796E-005 1.014443787E+003 4.391653061E+001 1.917437077E+000 5.292700953E-004 3.433180973E-004 3.288790322E-005 1.919700026E-006 6.334250884E-007 3.062236260E-007 2.271341089E-007 6.141347694E-005 8.836201596E-005 1.288414069E-007 7.329119711E-008 2.903089054E-011 6.508153677E-001 6.421846151E-002 3.651901148E-003 1.175971352E-003 5.711829290E-004 4.300508590E-004 1.139576584E-001 1.648069769E-001 2.370249276E-004 1.353555999E-004 5.398295144E-008 1.731432031E+004 1.152168848E+004 3.329435059E+003 3.309939206E-001 7.595021725E-001 3.350417316E-001 3.610328131E-004
 -8.861612563E-003 4.444464560E-004 1.940495167E-005 9.000481567E+002 4.379167175E+001 1.911985755E+000 5.684623029E-004 3.623467928E-004 2.981470243E-005 1.990029205E-006 7.363078680E-007 3.465483189E-007 2.363719744E-007 7.215107325E-005 1.005917802E-004 1.598173895E-007 8.891376524E-008 3.360883100E-011 6.389227509E-001 5.362623185E-002 3.518295474E-003 1.282593235E-003 6.059412262E-004 4.183992860E-004 1.254817396E-001 1.757141501E-001 2.758953779E-004 1.539366785E-004 5.857275909E-008 1.655736914E+004 1.188786621E+004 3.484584961E+003 2.974151373E-001 7.463045120E-001 3.386887014E-001 3.501724859E-004
 -8.587276611E-003 4.583457715E-004 2.001180837E-005 8.241979370E+002 4.341952896E+001 1.895737410E+000 6.011264049E-004 3.754880454E-004 2.591146767E-005 2.019971134E-006 8.376581491E-007 3.815406728E-007 2.336431351E-007 8.373918536E-005 1.122092799E-004 1.980656918E-007 1.075451621E-007 3.823717731E-011 6.261895299E-001 4.423921928E-002 3.377355170E-003 1.381548820E-003 6.316524232E-004 3.919522860E-004 1.378032416E-001 1.854856461E-001 3.236391349E-004 1.761828316E-004 6.306479605E-008 1.580846973E+004 1.213355762E+004 3.576278564E+003 2.758769095E-001 7.299735546E-001 3.352101445E-001 3.390286001E-004
 -8.313063943E-003 4.733932789E-004 2.066879642E-005 7.535128174E+002 4.306042862E+001 1.880058885E+000 6.323768757E-004 3.874494578E-004 2.204678640E-005 2.046210739E-006 9.335976756E-007 4.130619686E-007 2.277586333E-007 9.546273213E-005 1.234313240E-004 2.388304097E-007 1.271174881E-007 4.277534923E-011 6.134904027E-001 3.535209224E-002 3.243248677E-003 1.471755444E-003 6.525724893E-004 3.625671379E-004 1.501614302E-001 1.946924776E-001 3.740463289E-004 1.993816695E-004 6.738967073E-008 1.508500684E+004 1.234799023E+004 3.657799072E+003 2.558385432E-001 7.135375738E-001 3.306375146E-001 3.281746467E-004
 -8.041575607E-003 4.893877620E-004 2.136713192E-005 7.030509644E+002 4.266908264E+001 1.862972260E+000 6.579320761E-004 3.947681398E-004 1.836155388E-005 2.058005975E-006 1.007919309E-006 4.309491430E-007 2.097417990E-007 1.076163753E-004 1.330402010E-004 2.889769917E-007 1.501662155E-007 4.692995298E-011 6.010233164E-001 2.846273594E-002 3.136584302E-003 1.527506392E-003 6.548546953E-004 3.220827202E-004 1.625630707E-001 2.016494572E-001 4.343198380E-004 2.260718611E-004 7.103547972E-008 1.446568555E+004 1.244011816E+004 3.699521240E+003 2.415981293E-001 6.968426704E-001 3.218894005E-001 3.185305395E-004
 -7.770487667E-003 5.063748482E-004 2.210880302E-005 6.540593262E+002 4.230045319E+001 1.846877694E+000 6.830461207E-004 4.017330939E-004 1.480309220E-005 2.070263690E-006 1.077250090E-006 4.465064194E-007 1.907723970E-007 1.197914753E-004 1.424195507E-004 3.404840072E-007 1.736288624E-007 5.099883016E-011 5.886601210E-001 2.189480141E-002 3.034467343E-003 1.576217590E-003 6.542379851E-004 2.811836312E-004 1.748683900E-001 2.082818896E-001 4.956635530E-004 2.529956691E-004 7.453862594E-008 1.386307422E+004 1.251996387E+004 3.739059082E+003 2.277474403E-001 6.803156734E-001 3.129859567E-001 3.091112594E-004
 -7.503264156E-003 5.241622733E-004 2.288541873E-005 6.140916748E+002 4.204476166E+001 1.835713983E+000 7.053355803E-004 4.064840905E-004 1.204968703E-005 2.085411552E-006 1.115302211E-006 4.475407991E-007 1.659677054E-007 1.320502779E-004 1.503374660E-004 4.002280605E-007 1.995664149E-007 5.451889287E-011 5.769965053E-001 1.735312492E-002 2.960988553E-003 1.581012621E-003 6.356447702E-004 2.378935314E-004 1.865193397E-001 2.128708214E-001 5.633662222E-004 2.812453313E-004 7.714037054E-008 1.336716504E+004 1.252333203E+004 3.765066162E+003 2.161742449E-001 6.649246216E-001 3.031747341E-001 3.011355584E-004
 -7.236424192E-003 5.429898760E-004 2.370745096E-005 5.751035156E+002 4.179909897E+001 1.824988008E+000 7.272988441E-004 4.110036825E-004 9.439634596E-006 2.102113058E-006 1.147741045E-006 4.462535230E-007 1.412723378E-007 1.442937210E-004 1.580376993E-004 4.610299698E-007 2.256564358E-007 5.793939634E-011 5.654882193E-001 1.309232879E-002 2.892175922E-003 1.578955795E-003 6.145858788E-004 1.956213528E-004 1.980181932E-001 2.171790600E-001 6.314868224E-004 3.093093401E-004 7.959602044E-008 1.288651563E+004 1.251737012E+004 3.789940430E+003 2.048424482E-001 6.497938633E-001 2.933934629E-001 2.933772048E-004
 -6.973745674E-003 5.626527816E-004 2.456595212E-005 5.409304199E+002 4.167683029E+001 1.819649696E+000 7.475340972E-004 4.143824335E-004 7.535001714E-006 2.126053232E-006 1.153076482E-006 4.338754991E-007 1.173102362E-007 1.563704427E-004 1.646371238E-004 5.264385550E-007 2.522758393E-007 6.085833920E-011 5.548157096E-001 1.020799484E-002 2.846120391E-003 1.544161816E-003 5.819204380E-004 1.585921273E-004 2.086981386E-001 2.201099992E-001 7.010699483E-004 3.362575662E-004 8.133475404E-008 1.248291211E+004 1.246703320E+004 3.809269531E+003 1.946059316E-001 6.360418797E-001 2.838458419E-001 2.867242729E-004
 -6.711385644E-003 5.834874109E-004 2.547561053E-005 5.078414307E+002 4.154344940E+001 1.813826203E+000 7.673940854E-004 4.175458162E-004 5.815820259E-006 2.154300546E-006 1.151267043E-006 4.185154694E-007 9.474869245E-008 1.683789305E-004 1.709637436E-004 5.923262165E-007 2.785547224E-007 6.361936672E-011 5.444198251E-001 7.641331758E-003 2.808082383E-003 1.501966501E-003 5.466244183E-004 1.243951119E-004 2.191048861E-001 2.227208614E-001 7.697463734E-004 3.622199292E-004 8.286590258E-008 1.209796582E+004 1.240374707E+004 3.827476318E+003 1.846263856E-001 6.226793528E-001 2.743764818E-001 2.803449752E-004
 -6.453213822E-003 6.052675298E-004 2.642655090E-005 4.775685425E+002 4.152180481E+001 1.812881112E+000 7.861429476E-004 4.201735428E-004 4.544026979E-006 2.192035709E-006 1.133064416E-006 3.964957500E-007 7.569639138E-008 1.800817117E-004 1.765840716E-004 6.585088386E-007 3.037264378E-007 6.598400298E-011 5.347914696E-001 5.836979952E-003 2.788876183E-003 1.443316462E-003 5.057406379E-004 9.715729539E-005 2.287525237E-001 2.245627642E-001 8.354808670E-004 3.855887917E-004 8.390193784E-008 1.176088379E+004 1.231155273E+004 3.842897461E+003 1.752652228E-001 6.103876233E-001 2.652108669E-001 2.746772661E-004
 -6.195292295E-003 6.283949764E-004 2.743631740E-005 4.485971069E+002 4.145929718E+001 1.810152054E+000 8.044819115E-004 4.226508609E-004 3.492696806E-006 2.239282821E-006 1.106616651E-006 3.713780643E-007 5.932229286E-008 1.916252077E-004 1.818854362E-004 7.234159511E-007 3.276020948E-007 6.808875685E-011 5.256315470E-001 4.376997706E-003 2.783382777E-003 1.377669512E-003 4.629520117E-004 7.431958511E-005 2.379349917E-001 2.260539085E-001 8.974708035E-004 4.066453548E-004 8.462224343E-008 1.144635840E+004 1.220290137E+004 3.857019043E+003 1.662084460E-001 5.986010432E-001 2.562108934E-001 2.693452989E-004
 -5.941531414E-003 6.526131204E-004 2.849370503E-005 4.212052002E+002 4.148613739E+001 1.811323881E+000 8.221721509E-004 4.249529156E-004 2.658583526E-006 2.294520982E-006 1.073022645E-006 3.438035208E-007 4.564527245E-008 2.028516319E-004 1.868158579E-004 7.861912650E-007 3.499363856E-007 6.992462859E-011 5.170379281E-001 3.253811970E-003 2.790504368E-003 1.306623337E-003 4.190743784E-004 5.585516192E-005 2.465540916E-001 2.272016704E-001 9.551002877E-004 4.252685467E-004 8.504326132E-008 1.115723242E+004 1.208082324E+004 3.869746826E+003 1.575091332E-001 5.874561071E-001 2.474987954E-001 2.644012857E-004
 -5.687970306E-003 6.783971818E-004 2.961946120E-005 3.953164673E+002 4.147304916E+001 1.810752273E+000 8.395412588E-004 4.272812512E-004 2.054577408E-006 2.367342404E-006 1.031864031E-006 3.145387382E-007 3.545045857E-008 2.138066484E-004 1.914349705E-004 8.448971585E-007 3.696559929E-007 7.139976804E-011 5.091494322E-001 2.466035774E-003 2.818934387E-003 1.231092261E-003 3.757899394E-004 4.254608939E-005 2.544668615E-001 2.280041873E-001 1.005108817E-003 4.399440950E-004 8.504842697E-008 1.089293262E+004 1.193933496E+004 3.881006836E+003 1.491532773E-001 5.768814683E-001 2.390353680E-001 2.598270075E-004
 -5.438435880E-003 7.054466757E-004 3.080046736E-005 3.704409790E+002 4.146960831E+001 1.810602069E+000 8.565598400E-004 4.296356055E-004 1.547958959E-006 2.447853603E-006 9.889465673E-007 2.854863510E-007 2.680877031E-008 2.244657517E-004 1.958730718E-004 9.004909316E-007 3.877961774E-007 7.269747998E-011 5.017046928E-001 1.815870870E-003 2.856869251E-003 1.155872014E-003 3.339949180E-004 3.144759103E-005 2.619326413E-001 2.286653221E-001 1.050589723E-003 4.525617696E-004 8.487845093E-008 1.064249609E+004 1.179205566E+004 3.891482910E+003 1.410643458E-001 5.666934848E-001 2.308125645E-001 2.554681560E-004
 -5.192556507E-003 7.339235921E-004 3.204379391E-005 3.469727783E+002 4.154710770E+001 1.813985705E+000 8.733040304E-004 4.321681918E-004 1.190123385E-006 2.545893039E-006 9.438004440E-007 2.572955395E-007 2.066460958E-008 2.347294940E-004 2.000950481E-004 9.504203149E-007 4.030610512E-007 7.369369004E-011 4.949890077E-001 1.370517071E-003 2.914089942E-003 1.082097529E-003 2.953345829E-004 2.379540820E-005 2.686597407E-001 2.291163206E-001 1.087641693E-003 4.613846249E-004 8.439511845E-008 1.041179199E+004 1.163275879E+004 3.900739990E+003 1.332966238E-001 5.570134521E-001 2.229087502E-001 2.514083171E-004
 -4.947178851E-003 7.643225579E-004 3.337104135E-005 3.242610168E+002 4.152870941E+001 1.813182473E+000 8.902127156E-004 4.350180097E-004 9.118350590E-007 2.661230383E-006 8.984784472E-007 2.303929278E-007 1.589899057E-008 2.447906008E-004 2.042742854E-004 9.957956308E-007 4.161535401E-007 7.448269085E-011 4.887877703E-001 1.030167099E-003 2.987791551E-003 1.010703505E-003 2.595032274E-004 1.796037031E-005 2.748597264E-001 2.294608653E-001 1.118052402E-003 4.673818476E-004 8.368485993E-008 1.019061621E+004 1.146407129E+004 3.909225342E+003 1.257333457E-001 5.475236177E-001 2.151562423E-001 2.474830253E-004
 -4.705457588E-003 7.963947779E-004 3.477134669E-005 3.023793945E+002 4.153957748E+001 1.813657045E+000 9.071063250E-004 4.381224571E-004 6.911894275E-007 2.788978691E-006 8.538646057E-007 2.049333716E-007 1.212964307E-008 2.545767638E-004 2.083914878E-004 1.037071797E-006 4.274498053E-007 7.510783662E-011 4.830634296E-001 7.648424362E-004 3.073205706E-003 9.422318544E-004 2.263508795E-004 1.342079941E-005 2.805729806E-001 2.297292203E-001 1.142999390E-003 4.711996880E-004 8.281398323E-008 9.978657227E+003 1.129058008E+004 3.917047852E+003 1.183865294E-001 5.382688046E-001 2.076092213E-001 2.436954092E-004
 -4.467183458E-003 8.303588867E-004 3.625425234E-005 2.814363098E+002 4.159424973E+001 1.816043973E+000 9.243035456E-004 4.417339806E-004 5.336494269E-007 2.936948704E-006 8.105374150E-007 1.815882626E-007 9.443926530E-009 2.640738094E-004 2.125143801E-004 1.072789473E-006 4.363772632E-007 7.551755055E-011 4.779765010E-001 5.796123878E-004 3.176010447E-003 8.777751937E-004 1.968453726E-004 1.025599431E-005 2.856342494E-001 2.299160957E-001 1.160438638E-003 4.721129953E-004 8.171783605E-008 9.775706055E+003 1.110941797E+004 3.924080078E+003 1.112701446E-001 5.291885138E-001 2.002665997E-001 2.400323428E-004
 -4.229659862E-003 8.668211356E-004 3.784622822E-005 2.610869141E+002 4.158816528E+001 1.815778494E+000 9.423033916E-004 4.460494965E-004 4.158555384E-007 3.106986242E-006 7.680581575E-007 1.600601962E-007 7.418349046E-009 2.734681184E-004 2.167798812E-004 1.103996055E-006 4.434587026E-007 7.574969124E-011 4.734329581E-001 4.433182767E-004 3.295169212E-003 8.160903235E-004 1.702837180E-004 7.907196959E-006 2.901409268E-001 2.300512046E-001 1.171445358E-003 4.706480831E-004 8.041051558E-008 9.575545898E+003 1.091916992E+004 3.930553223E+003 1.043164134E-001 5.200409889E-001 1.929819882E-001 2.363853564E-004
 -3.995620340E-003 9.055802434E-004 3.953848864E-005 2.414333649E+002 4.152636337E+001 1.813080072E+000 9.609498666E-004 4.509965365E-004 3.249124063E-007 3.292811016E-006 7.265998079E-007 1.402173240E-007 5.828870275E-009 2.827193821E-004 2.211628307E-004 1.131495310E-006 4.491583354E-007 7.584838313E-011 4.693824947E-001 3.394478699E-004 3.424472874E-003 7.570339367E-004 1.462685323E-004 6.089453109E-006 2.941501737E-001 2.301490456E-001 1.177433878E-003 4.674784141E-004 7.895521748E-008 9.378202148E+003 1.072364648E+004 3.936532227E+003 9.757934511E-002 5.108753443E-001 1.858003885E-001 2.327613911E-004
 -3.764986999E-003 9.469129951E-004 4.134311166E-005 2.224453125E+002 4.150318146E+001 1.812068105E+000 9.804683505E-004 4.566928837E-004 2.563590158E-007 3.494296607E-006 6.859485779E-007 1.220222572E-007 4.594870706E-009 2.918852551E-004 2.257176675E-004 1.155548603E-006 4.536335894E-007 7.582325046E-011 4.658287764E-001 2.621955064E-004 3.562185448E-003 7.002805360E-004 1.246918691E-004 4.699971669E-006 2.976621091E-001 2.302136421E-001 1.178597566E-003 4.627409799E-004 7.735439311E-008 9.181998047E+003 1.052235059E+004 3.942044434E+003 9.102327377E-002 5.016211867E-001 1.786909848E-001 2.291289857E-004
 -3.537734774E-003 9.911751958E-004 4.327564238E-005 2.041231689E+002 4.146048737E+001 1.810203910E+000 1.001250581E-003 4.633525095E-004 2.061461828E-007 3.710887313E-006 6.457497079E-007 1.054735819E-007 3.643620072E-009 3.010563378E-004 2.305362723E-004 1.176433557E-006 4.570732699E-007 7.568386889E-011 4.627977908E-001 2.062970161E-004 3.705006558E-003 6.454128306E-004 1.054985478E-004 3.647009180E-006 3.006565869E-001 2.302481383E-001 1.175014884E-003 4.565616837E-004 7.560515058E-008 8.984513672E+003 1.031419727E+004 3.947088379E+003 8.466759324E-002 4.921694100E-001 1.716114432E-001 2.254408028E-004
 -3.311814338E-003 1.039178533E-003 4.537151472E-005 1.863267059E+002 4.136660385E+001 1.806104898E+000 1.024236321E-003 4.714301322E-004 1.700598773E-007 3.939485396E-006 6.049826879E-007 9.042879157E-008 2.904213092E-009 3.105019860E-004 2.358415368E-004 1.194873789E-006 4.598348653E-007 7.544818242E-011 4.603025615E-001 1.664637384E-004 3.844646038E-003 5.913042696E-004 8.848334255E-005 2.844304163E-006 3.031271100E-001 2.302607596E-001 1.166711561E-003 4.490462888E-004 7.368602439E-008 8.779918945E+003 1.009530957E+004 3.951734863E+003 7.847170532E-002 4.822507203E-001 1.644292176E-001 2.215831919E-004
 -3.089519908E-003 1.090920848E-003 4.763063407E-005 1.691668854E+002 4.122975540E+001 1.800130129E+000 1.049313578E-003 4.808362282E-004 1.428318512E-007 4.165650807E-006 5.636966307E-007 7.669163438E-008 2.301107749E-009 3.202301159E-004 2.416218194E-004 1.211819836E-006 4.623537961E-007 7.516410411E-011 4.582642913E-001 1.364819182E-004 3.968294710E-003 5.379312206E-004 7.328577340E-005 2.200983317E-006 3.051551580E-001 2.302664816E-001 1.155045466E-003 4.407422966E-004 7.165991889E-008 8.568925781E+003 9.869225586E+003 3.956046631E+003 7.248739898E-002 4.719427824E-001 1.571968794E-001 2.175744157E-004
 -2.870968132E-003 1.146906133E-003 5.007500295E-005 1.526528473E+002 4.104122543E+001 1.791898608E+000 1.076992485E-003 4.918072373E-004 1.224125299E-007 4.377668574E-006 5.215181886E-007 6.420126653E-008 1.807530570E-009 3.303985577E-004 2.480062540E-004 1.227918801E-006 4.649195375E-007 7.485843889E-011 4.566692710E-001 1.139502638E-004 4.063535482E-003 4.850100377E-004 5.979882189E-005 1.685142138E-006 3.067580163E-001 2.302764654E-001 1.140370383E-003 4.318176361E-004 6.953862908E-008 8.349219727E+003 9.635332031E+003 3.960033936E+003 6.672244519E-002 4.611528516E-001 1.498803198E-001 2.133689559E-004
 -2.656358201E-003 1.207721382E-003 5.273025454E-005 1.367957153E+002 4.079154205E+001 1.780997157E+000 1.107891905E-003 5.046225269E-004 1.070165183E-007 4.560352409E-006 4.781393841E-007 5.291142813E-008 1.402233329E-009 3.412071674E-004 2.551505750E-004 1.243883162E-006 4.678508674E-007 7.456310569E-011 4.554949701E-001 9.682442032E-005 4.115801305E-003 4.323805333E-004 4.792919935E-005 1.271357519E-006 3.079630435E-001 2.303022295E-001 1.123031485E-003 4.224357835E-004 6.733607449E-008 8.118365723E+003 9.393049805E+003 3.963711182E+003 6.118512899E-002 4.497850537E-001 1.424467862E-001 2.089183254E-004
 -2.445986012E-003 1.274053452E-003 5.562637307E-005 1.216166611E+002 4.047097015E+001 1.767000675E+000 1.142761786E-003 5.196133861E-004 9.518696942E-008 4.695678399E-006 4.333784887E-007 4.279656807E-008 1.069648703E-009 3.529069654E-004 2.632413234E-004 1.260460863E-006 4.714993054E-007 7.431538024E-011 4.547092915E-001 8.348388656E-005 4.109660629E-003 3.800660197E-004 3.760266191E-005 9.407000334E-007 3.088085055E-001 2.303543091E-001 1.103325514E-003 4.127519205E-004 6.506786576E-008 7.873907715E+003 9.141854492E+003 3.967107666E+003 5.588737875E-002 4.377441704E-001 1.348669976E-001 2.041724802E-004
 -2.240263573E-003 1.346705489E-003 5.879843229E-005 1.071527863E+002 4.007001495E+001 1.749494672E+000 1.182497363E-003 5.371695734E-004 8.578451371E-008 4.765994618E-006 3.872392256E-007 3.385040159E-008 7.987053241E-010 3.658011556E-004 2.724981459E-004 1.278446348E-006 4.762428887E-007 7.415908165E-011 4.542717040E-001 7.270648348E-005 4.032315221E-003 3.283209808E-004 2.876028339E-005 6.792463978E-007 3.093398213E-001 2.304412127E-001 1.081515453E-003 4.029061238E-004 6.275234909E-008 7.613557129E+003 8.881308594E+003 3.970255371E+003 5.084706843E-002 4.249435961E-001 1.271174848E-001 1.990833262E-004
 -2.039739541E-003 1.426608768E-003 6.228708662E-005 9.346379089E+001 3.957985306E+001 1.728093743E+000 1.228151261E-003 5.577464472E-004 7.795592438E-008 4.757047918E-006 3.399690627E-007 2.607815830E-008 5.813691195E-010 3.802459687E-004 2.831760212E-004 1.298709094E-006 4.824755138E-007 7.414627246E-011 4.541351199E-001 6.361761189E-005 3.876599250E-003 2.776599140E-004 2.134819988E-005 4.763832635E-007 3.096057773E-001 2.305684686E-001 1.057864400E-003 3.930144594E-004 6.041198475E-008 7.335443359E+003 8.611097656E+003 3.973191650E+003 4.609071836E-002 4.113155305E-001 1.191834286E-001 1.936091285E-004
 -1.845126328E-003 1.514819397E-003 6.613844016E-005 8.063071442E+001 3.899274826E+001 1.702460170E+000 1.280933269E-003 5.818677600E-004 7.110203626E-008 4.655665634E-006 2.921096325E-007 1.948435191E-008 4.112916951E-010 3.966495860E-004 2.955643868E-004 1.322173830E-006 4.906000868E-007 7.433686305E-011 4.542492926E-001 5.563742161E-005 3.639258677E-003 2.288593678E-004 1.530414920E-005 3.233541008E-007 3.096572459E-001 2.307382077E-001 1.032637549E-003 3.831695067E-004 5.807316583E-008 7.038391602E+003 8.331092773E+003 3.975945801E+003 4.165300354E-002 3.968224823E-001 1.110617220E-001 1.877198374E-004
 -1.657336832E-003 1.612486807E-003 7.040268974E-005 6.874276733E+001 3.830203247E+001 1.672302961E+000 1.342201373E-003 6.101226900E-004 6.485478821E-008 4.451776476E-006 2.445304972E-007 1.405823546E-008 2.827219570E-010 4.154682101E-004 3.099840251E-004 1.349793365E-006 5.010244877E-007 7.479773745E-011 4.545622766E-001 4.843434726E-005 3.322559176E-003 1.829232642E-004 1.054414133E-005 2.122126546E-007 3.095452487E-001 2.309482098E-001 1.006105333E-003 3.734459460E-004 5.576561435E-008 6.722228516E+003 8.041415527E+003 3.978524414E+003 3.757134452E-002 3.814691305E-001 1.027643606E-001 1.814029383E-004
 -1.563201176E-003 1.667039241E-003 7.278450357E-005 6.301779556E+001 3.796012115E+001 1.657374740E+000 1.378426910E-003 6.269078585E-004 6.180680856E-008 4.301175522E-006 2.204108256E-007 1.173274544E-008 2.316258157E-010 4.265268799E-004 3.185226524E-004 1.366401534E-006 5.076320235E-007 7.518740491E-011 4.547894895E-001 4.497537520E-005 3.128592158E-003 1.607749582E-004 8.584551324E-006 1.695753014E-007 3.094352782E-001 2.310717553E-001 9.918593569E-004 3.684698022E-004 5.459298080E-008 6.549867188E+003 7.886684570E+003 3.979791504E+003 3.560259566E-002 3.731305301E-001 9.838484973E-002 1.779343147E-004
 -1.471647130E-003 1.724425592E-003 7.529004506E-005 5.754318237E+001 3.748417282E+001 1.636594296E+000 1.415850944E-003 6.442723097E-004 5.887340748E-008 4.136223652E-006 1.969224996E-007 9.623861708E-009 1.868940835E-010 4.379307793E-004 3.273476614E-004 1.383649987E-006 5.146075637E-007 7.563066146E-011 4.550352693E-001 4.166930739E-005 2.927127527E-003 1.396410080E-004 6.840090464E-006 1.328742485E-007 3.093095422E-001 2.311984897E-001 9.776501684E-004 3.635943285E-004 5.344809750E-008 6.376990234E+003 7.732595703E+003 3.981013428E+003 3.376336023E-002 3.647783399E-001 9.404371679E-002 1.744458859E-004
 -1.340702803E-003 1.815025595E-003 7.924572128E-005 5.009057617E+001 3.673538971E+001 1.603901744E+000 1.479665516E-003 6.739406963E-004 5.480814735E-008 3.833989467E-006 1.637782105E-007 7.135277258E-009 1.382775006E-010 4.573223414E-004 3.424017923E-004 1.413596692E-006 5.271400028E-007 7.657777884E-011 4.554563463E-001 3.716171341E-005 2.600278007E-003 1.114362967E-004 4.871936198E-006 9.440073967E-008 3.090780675E-001 2.313992679E-001 9.559505270E-004 3.564520448E-004 5.179843043E-008 6.108177246E+003 7.496161133E+003 3.982740967E+003 3.126453608E-002 3.518298566E-001 8.748385310E-002 1.689765049E-004
