TITLE     = ""
VARIABLES = "x"
"y"
"z"
"u"
"v"
"w"
"rho"
"rhosN2"
"rhosO2"
"rhosNO"
"rhosNO+"
"rhosN2+"
"rhosO2+"
"rhosN"
"rhosO"
"rhosN+"
"rhosO+"
"rhose"
"csN2"
"csO2"
"csNO"
"csNO+"
"csN2+"
"csO2+"
"csN"
"csO"
"csN+"
"csO+"
"cse"
"t"
"tv"
"p"
"m"
"kt"
"kv"
"mu"
ZONE T="61x50"
 STRANDID=0, SOLUTIONTIME=0
 I=96, J=1, K=1, ZONETYPE=Ordered
 DATAPACKING=POINT
 DT=(DOUBLE DOUBLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE SINGLE )
 -1.673778762E-002 3.697358374E-004 1.614301436E-005 7.635563477E+003 -5.839022398E-001 -2.549372055E-002 7.217617531E-005 5.534754018E-005 1.679796333E-005 9.328531281E-010 1.109498327E-010 6.118294760E-011 6.604115865E-011 1.113486459E-008 1.833391750E-008 7.231281736E-017 3.263515846E-011 5.477841691E-015 7.668399215E-001 2.327363789E-001 1.288507065E-005 1.532498914E-006 8.450919609E-007 9.121961284E-007 1.538007491E-004 2.532379585E-004 9.983546108E-013 4.507744222E-007 7.566290650E-011 3.236929626E+002 3.602166443E+002 6.743251324E+000 2.195945358E+001 2.977620810E-002 3.476939455E-004 2.036406840E-005
 -1.637338083E-002 3.697110142E-004 1.614193206E-005 7.613887207E+003 -4.571465850E-001 -1.995944977E-002 7.245034794E-005 5.553913434E-005 1.683111986E-005 2.389043186E-009 2.904366192E-010 1.598855492E-010 1.725299209E-010 2.909352048E-008 4.790378227E-008 2.262795333E-011 5.942297349E-011 1.432267323E-014 7.665877938E-001 2.323219627E-001 3.252710667E-005 3.953405212E-006 2.176391718E-006 2.348516546E-006 3.960270260E-004 6.520761526E-004 3.047613291E-007 8.125959994E-007 1.949617690E-010 4.893009644E+002 4.226163635E+002 1.031950855E+001 1.981760979E+001 3.832950443E-002 1.186986454E-003 2.613664583E-005
 -1.601026605E-002 3.696938183E-004 1.614118082E-005 7.583201172E+003 -2.629272938E-001 -1.147965249E-002 7.282714796E-005 5.580154539E-005 1.687520671E-005 4.455578129E-009 5.458488661E-010 3.003114146E-010 3.240283319E-010 5.464316644E-008 8.997270129E-008 5.725292809E-011 9.475495388E-011 2.690720266E-014 7.662297487E-001 2.317334712E-001 6.035108527E-005 7.392338375E-006 4.067117970E-006 4.388326033E-006 7.400333416E-004 1.218501828E-003 7.711111607E-007 1.288141334E-006 3.644028412E-010 7.242063599E+002 4.983495789E+002 1.540215111E+001 1.718370819E+001 5.013878271E-002 2.411713125E-003 3.409118654E-005
 -1.564715424E-002 3.696858716E-004 1.614083340E-005 7.552515625E+003 -6.870999187E-002 -2.999942983E-003 7.320394798E-005 5.606395644E-005 1.691929356E-005 6.522096196E-009 8.012590036E-010 4.407361420E-010 4.755254523E-010 8.019259923E-008 1.320412650E-007 9.187760275E-011 1.300866498E-010 3.949162706E-014 7.658717036E-001 2.311449796E-001 8.817483467E-005 1.083124243E-005 5.957829217E-006 6.428118468E-006 1.084036776E-003 1.784922788E-003 1.237457013E-006 1.763682803E-006 5.338425257E-010 9.591098633E+002 5.740821533E+002 2.048475075E+001 1.454983139E+001 6.194796413E-002 3.636429785E-003 4.204566358E-005
 -1.529265833E-002 3.696972687E-004 1.614133180E-005 7.473395996E+003 5.421893001E-001 2.367249504E-002 7.412375999E-005 5.669668826E-005 1.701407382E-005 1.211166900E-008 1.502347580E-009 8.267017071E-010 8.913551008E-010 1.501196039E-007 2.471373932E-007 2.017636336E-010 2.101120944E-010 7.404466580E-014 7.649520040E-001 2.296342403E-001 1.588136511E-004 1.969184086E-005 1.083570442E-005 1.168344988E-005 1.967802644E-003 3.239557380E-003 2.629485607E-006 2.771327445E-006 9.705317661E-010 1.538066895E+003 6.864790039E+002 3.398158646E+001 1.215891552E+001 8.464745432E-002 7.626948413E-003 5.682036135E-005
 -1.494265754E-002 3.697428904E-004 1.614332359E-005 7.367238281E+003 1.386067152E+000 6.051699072E-002 7.534689212E-005 5.753628648E-005 1.713720667E-005 1.966772523E-008 2.452180903E-009 1.349710899E-009 1.454719345E-009 2.448150838E-007 4.029927823E-007 3.536566873E-010 3.150797678E-010 1.208590248E-013 7.637187839E-001 2.276086807E-001 2.533545776E-004 3.157888932E-005 1.738106403E-005 1.873378096E-005 3.152872436E-003 5.190012045E-003 4.538253506E-006 4.075977813E-006 1.556403673E-009 2.309114014E+003 8.193837891E+002 5.217528152E+001 9.901386261E+000 1.134310737E-001 1.316102315E-002 7.540595107E-005
 -1.459269309E-002 3.698295489E-004 1.614710709E-005 7.261091797E+003 2.229853392E+000 9.735749662E-002 7.656989328E-005 5.837580102E-005 1.726032497E-005 2.722299364E-008 3.401914972E-009 1.872665578E-009 2.018024858E-009 3.395006445E-007 5.588318572E-007 5.055338370E-010 4.200365611E-010 1.676685049E-013 7.624856830E-001 2.255833447E-001 3.478856233E-004 4.346469723E-005 2.392573879E-005 2.578337626E-005 4.337818362E-003 7.140262518E-003 6.446820862E-006 5.380492894E-006 2.142214406E-009 3.080080322E+003 9.522747192E+002 7.036708069E+001 7.644092560E+000 1.422116756E-001 1.869452000E-002 9.398959810E-005
 -1.424569415E-002 3.699775975E-004 1.615357178E-005 7.058795410E+003 3.850262880E+000 1.681060940E-001 7.919251220E-005 6.017663327E-005 1.752565549E-005 4.302792789E-008 5.436988193E-009 2.995049098E-009 3.224341905E-009 5.421421747E-007 8.919187735E-007 8.340668156E-010 6.427751664E-010 2.680410147E-013 7.601988316E-001 2.218310982E-001 5.193385296E-004 6.555362052E-005 3.610871499E-005 3.887679486E-005 6.537117064E-003 1.075524744E-002 1.002848785E-005 7.780193300E-006 3.231679147E-009 4.387486328E+003 1.167217285E+003 1.068247375E+002 6.211860657E+000 1.847346723E-001 2.924890257E-002 1.199377803E-004
 -1.390943768E-002 3.702099707E-004 1.616371628E-005 6.825869629E+003 5.710402966E+000 2.493215650E-001 8.227009675E-005 6.228999700E-005 1.783727930E-005 6.150384024E-008 7.824634274E-009 4.312205260E-009 4.639534978E-009 7.798474826E-007 1.282565449E-006 1.220059276E-009 9.037245396E-010 3.858154573E-013 7.575782537E-001 2.175320834E-001 7.150309393E-004 9.087529179E-005 5.007882282E-005 5.388500722E-005 9.057713673E-003 1.489739306E-002 1.414133476E-005 1.052613970E-005 4.480749105E-009 5.860843262E+003 1.407115723E+003 1.491558685E+002 5.130518436E+000 2.312577069E-001 4.140325263E-002 1.479419734E-004
 -1.357337709E-002 3.705434732E-004 1.617827729E-005 6.593079590E+003 7.569521427E+000 3.304924369E-001 8.534588414E-005 6.440212746E-005 1.814872121E-005 7.996895590E-008 1.021088547E-008 5.628591815E-009 6.053901380E-009 1.017413865E-006 1.672984013E-006 1.605826028E-009 1.164521701E-009 5.035211072E-013 7.549592257E-001 2.132355720E-001 9.106089710E-004 1.161821710E-004 6.404076703E-005 6.888444477E-005 1.157683693E-002 1.903711818E-002 1.825177605E-005 1.327048449E-005 5.729089203E-009 7.333338379E+003 1.646873901E+003 1.914622650E+002 4.049808502E+000 2.777535319E-001 5.355049670E-002 1.759298029E-004
 -1.324131735E-002 3.710106911E-004 1.619867726E-005 6.221609863E+003 1.035894489E+001 4.522812963E-001 9.220198990E-005 6.913801917E-005 1.888934639E-005 1.174367199E-007 1.527640237E-008 8.422469833E-009 9.039058391E-009 1.520926389E-006 2.499370112E-006 2.431122414E-009 1.715572684E-009 7.532418699E-013 7.509214282E-001 2.066184878E-001 1.198031241E-003 1.553306502E-004 8.563677693E-005 9.194127051E-005 1.546695363E-002 2.541999146E-002 2.466891965E-005 1.749103285E-005 7.659088475E-009 9.202805664E+003 2.065639648E+003 2.700770569E+002 3.438340187E+000 3.361158669E-001 6.990923733E-002 2.079411352E-004
 -1.291944513E-002 3.716407355E-004 1.622618402E-005 5.845601074E+003 1.314861488E+001 5.740809441E-001 9.927788778E-005 7.402714982E-005 1.965606862E-005 1.559204890E-007 2.049140946E-008 1.129878235E-008 1.211143896E-008 2.039257652E-006 3.350022325E-006 3.281106720E-009 2.282753320E-009 1.010325395E-012 7.468442321E-001 1.999372840E-001 1.487247995E-003 1.948708523E-004 1.074487809E-004 1.152185068E-004 1.939551160E-002 3.186523914E-002 3.115442814E-005 2.175207919E-005 9.608324802E-009 1.106162012E+004 2.492040039E+003 3.504271240E+002 2.897068739E+000 3.940865397E-001 8.625677973E-002 2.394609328E-004
 -1.259890905E-002 3.724754911E-004 1.626263111E-005 5.452403809E+003 1.609391022E+001 7.026753426E-001 1.077224952E-004 7.986107084E-005 2.056996709E-005 2.009168014E-007 2.673815125E-008 1.473842648E-008 1.576601782E-008 2.659195616E-006 4.366836038E-006 4.302075141E-009 2.960793832E-009 1.317783014E-012 7.425695062E-001 1.929345280E-001 1.784588094E-003 2.364085958E-004 1.303303725E-004 1.395246509E-004 2.351712249E-002 3.862378001E-002 3.798442049E-005 2.622045395E-005 1.165326857E-008 1.289257422E+004 2.957754395E+003 4.413257446E+002 2.385939360E+000 4.521687627E-001 1.028449610E-001 2.704266226E-004
 -1.229082958E-002 3.735383890E-004 1.630903716E-005 4.966104004E+003 1.959750366E+001 8.556455374E-001 1.239243138E-004 9.105000208E-005 2.231857252E-005 2.827459582E-007 3.882941257E-008 2.136900257E-008 2.271747057E-008 3.854659099E-006 6.324847163E-006 6.291768440E-009 4.266739406E-009 1.910576081E-012 7.372215986E-001 1.841857582E-001 2.124314895E-003 2.888200397E-004 1.590257161E-004 1.693914382E-004 2.868810855E-002 4.708448052E-002 4.669402551E-005 3.181543434E-005 1.421844509E-008 1.453583789E+004 3.642876221E+003 5.916167603E+002 2.055926085E+000 5.100277066E-001 1.205674261E-001 2.977405675E-004
 -1.198423167E-002 3.749334522E-004 1.636994784E-005 4.482145996E+003 2.308648872E+001 1.007977843E+000 1.400480687E-004 1.021850330E-004 2.405874875E-005 3.641810054E-007 5.086246446E-008 2.796765841E-008 2.963545498E-008 5.044367754E-006 8.273431376E-006 8.271882734E-009 5.566398453E-009 2.500515420E-012 7.318994403E-001 1.754790843E-001 2.462405246E-003 3.409791680E-004 1.875829039E-004 1.991144090E-004 3.383420035E-002 5.550444871E-002 5.536169920E-005 3.738348823E-005 1.677127059E-008 1.617118652E+004 4.324699219E+003 7.411839600E+002 1.727502227E+000 5.676079988E-001 1.382045597E-001 3.249229921E-004
 -1.167993449E-002 3.767354971E-004 1.644862641E-005 3.989569580E+003 2.667562485E+001 1.164682984E+000 1.622706768E-004 1.173542914E-004 2.618612234E-005 4.762886476E-007 6.936358687E-008 3.799952353E-008 3.984037988E-008 6.862219834E-006 1.122562662E-005 1.135764904E-008 7.551737902E-009 3.399108902E-012 7.260404229E-001 1.659659594E-001 2.790088532E-003 3.990850528E-004 2.189688821E-004 2.306071838E-004 3.952400759E-002 6.472215801E-002 6.516399299E-005 4.354406337E-005 1.958331453E-008 1.751033008E+004 5.095494141E+003 9.336806641E+002 1.443948865E+000 6.196658015E-001 1.574142426E-001 3.476294805E-004
 -1.138588786E-002 3.789871964E-004 1.654693733E-005 3.497377197E+003 3.014801788E+001 1.316290855E+000 1.919877541E-004 1.374701533E-004 2.877273982E-005 6.260879104E-007 9.592951500E-008 5.230737798E-008 5.412563908E-008 9.462798516E-006 1.542738573E-005 1.582371034E-008 1.039144770E-008 4.682196471E-012 7.196150422E-001 1.556187421E-001 3.096334171E-003 4.636258818E-004 2.533271909E-004 2.636790741E-004 4.579321295E-002 7.476952672E-002 7.622416160E-005 5.033706839E-005 2.266923715E-008 1.842812695E+004 5.964994629E+003 1.178078491E+003 1.226129889E+000 6.632241607E-001 1.782339811E-001 3.639104543E-004
 -1.109477137E-002 3.818686439E-004 1.667274410E-005 3.010095703E+003 3.359331894E+001 1.466716051E+000 2.214081906E-004 1.573851914E-004 3.133351856E-005 7.743919355E-007 1.222304036E-007 6.647248085E-008 6.826835630E-008 1.203743159E-005 1.958722351E-005 2.024521706E-008 1.320282905E-008 5.952482431E-012 7.132536769E-001 1.453747302E-001 3.399522742E-003 5.275229341E-004 2.873427584E-004 2.964209998E-004 5.199988186E-002 8.471667022E-002 8.717401943E-005 5.706232332E-005 2.572437907E-008 1.933676563E+004 6.825819336E+003 1.420036987E+003 1.010484219E+000 7.063478827E-001 1.988460273E-001 3.800289996E-004
